+-----------------------------+--------------------------------------------------------------+---------+----------+----------+-----------------------------------------------+-------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                          |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                  |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                |
| *** ALSO ***                                                                                                                                                                                                                             |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                 |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                |
+-----------------------------+--------------------------------------------------------------+---------+----------+----------+-----------------------------------------------+-------------------------------------------------------------+
| Mod name                    | Registry name                                                | Item ID | Meta/dmg | Subtypes | Display name                                  | Ore Dict keys                                               |
| Astral Sorcery              | astralsorcery:blockblackmarble                               |    5525 |        4 |     true | Chiseled Sooty Marble                         |                                                             |
| Astral Sorcery              | astralsorcery:blockblackmarble                               |    5525 |        5 |     true | Engraved Sooty Marble                         |                                                             |
| Astral Sorcery              | astralsorcery:blockblackmarble                               |    5525 |        6 |     true | Runed Sooty Marble                            |                                                             |
| Astral Sorcery              | astralsorcery:blockbore                                      |    5504 |        0 |    false | Evershifting Fountain                         |                                                             |
| Astral Sorcery              | astralsorcery:blockborehead                                  |    5527 |        0 |     true | Neromantic Prime                              |                                                             |
| Astral Sorcery              | astralsorcery:blockborehead                                  |    5527 |        1 |     true | Fysallidic Prime                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    5535 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    5535 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    5535 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    5535 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    5535 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    5535 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    5535 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    5535 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    5535 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    5535 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    5535 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    5535 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcrystals                         |    5529 |        0 |     true | Celestial Crystal Cluster                     |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcrystals                         |    5529 |        1 |     true | Celestial Crystal Cluster                     |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcrystals                         |    5529 |        2 |     true | Celestial Crystal Cluster                     |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcrystals                         |    5529 |        3 |     true | Celestial Crystal Cluster                     |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialcrystals                         |    5529 |        4 |     true | Celestial Crystal Cluster                     |                                                             |
| Astral Sorcery              | astralsorcery:blockcelestialgateway                          |    5516 |        0 |    false | Celestial Gateway                             |                                                             |
| Astral Sorcery              | astralsorcery:blockchalice                                   |    5503 |        0 |    false | Containment Chalice                           |                                                             |
| Astral Sorcery              | astralsorcery:blockcollectorcrystal                          |    5534 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcollectorcrystal                          |    5534 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcollectorcrystal                          |    5534 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcollectorcrystal                          |    5534 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcollectorcrystal                          |    5534 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcollectorcrystal                          |    5534 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcollectorcrystal                          |    5534 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcollectorcrystal                          |    5534 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcollectorcrystal                          |    5534 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcollectorcrystal                          |    5534 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcollectorcrystal                          |    5534 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcollectorcrystal                          |    5534 |        0 |     true | Floating Crystal                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcustomflower                              |    5523 |        0 |     true | Faint Amaranth                                |                                                             |
| Astral Sorcery              | astralsorcery:blockcustomore                                 |    5521 |        0 |     true | Rock Crystal Ore                              |                                                             |
| Astral Sorcery              | astralsorcery:blockcustomore                                 |    5521 |        1 |     true | Starmetal Ore                                 | oreAstralStarmetal                                          |
| Astral Sorcery              | astralsorcery:blockcustomsandore                             |    5522 |        0 |     true | Aquamarine Shale                              | oreAquamarine                                               |
| Astral Sorcery              | astralsorcery:blockfaketree                                  |    5509 |        0 |    false |                                               |                                                             |
| Astral Sorcery              | astralsorcery:blockflarelight                                |    5501 |        0 |    false | Volatile Flare                                |                                                             |
| Astral Sorcery              | astralsorcery:blockgemcrystals                               |    5530 |        0 |     true | Gem Crystal Cluster                           |                                                             |
| Astral Sorcery              | astralsorcery:blockgemcrystals                               |    5530 |        1 |     true | Gem Crystal Cluster                           |                                                             |
| Astral Sorcery              | astralsorcery:blockgemcrystals                               |    5530 |        2 |     true | Gem Crystal Cluster                           |                                                             |
| Astral Sorcery              | astralsorcery:blockgemcrystals                               |    5530 |        3 |     true | Gem Crystal Cluster                           |                                                             |
| Astral Sorcery              | astralsorcery:blockgemcrystals                               |    5530 |        4 |     true | Gem Crystal Cluster                           |                                                             |
| Astral Sorcery              | astralsorcery:blockinfusedwood                               |    5526 |        0 |     true | Infused Wood                                  |                                                             |
| Astral Sorcery              | astralsorcery:blockinfusedwood                               |    5526 |        1 |     true | Infused Wood Planks                           |                                                             |
| Astral Sorcery              | astralsorcery:blockinfusedwood                               |    5526 |        2 |     true | Infused Wood Column                           |                                                             |
| Astral Sorcery              | astralsorcery:blockinfusedwood                               |    5526 |        3 |     true | Infused Wood Arch                             |                                                             |
| Astral Sorcery              | astralsorcery:blockinfusedwood                               |    5526 |        4 |     true | Engraved Infused Wood                         |                                                             |
| Astral Sorcery              | astralsorcery:blockinfusedwood                               |    5526 |        5 |     true | Enriched Infused Wood                         |                                                             |
| Astral Sorcery              | astralsorcery:blockinfusedwood                               |    5526 |        6 |     true | Vibrant Infused Wood                          |                                                             |
| Astral Sorcery              | astralsorcery:blocklens                                      |    5518 |        0 |    false | Lens                                          |                                                             |
| Astral Sorcery              | astralsorcery:blockmachine                                   |    5528 |        0 |     true | Telescope                                     |                                                             |
| Astral Sorcery              | astralsorcery:blockmachine                                   |    5528 |        1 |     true | Grindstone                                    |                                                             |
| Astral Sorcery              | astralsorcery:blockmapdrawingtable                           |    5515 |        0 |    false | Stellar Refraction Table                      |                                                             |
| Astral Sorcery              | astralsorcery:blockmarble                                    |    5524 |        0 |     true | Marble                                        | blockMarble,stoneMarble                                     |
| Astral Sorcery              | astralsorcery:blockmarble                                    |    5524 |        1 |     true | Marble Bricks                                 | blockMarble,stoneMarble                                     |
| Astral Sorcery              | astralsorcery:blockmarble                                    |    5524 |        2 |     true | Marble Pillar                                 | blockMarble,stoneMarble                                     |
| Astral Sorcery              | astralsorcery:blockmarble                                    |    5524 |        3 |     true | Marble Arch                                   | blockMarble,stoneMarble                                     |
| Astral Sorcery              | astralsorcery:blockmarble                                    |    5524 |        4 |     true | Chiseled Marble                               | blockMarble,stoneMarble                                     |
| Astral Sorcery              | astralsorcery:blockmarble                                    |    5524 |        5 |     true | Engraved Marble                               | blockMarble,stoneMarble                                     |
| Astral Sorcery              | astralsorcery:blockmarble                                    |    5524 |        6 |     true | Runed Marble                                  | blockMarble,stoneMarble                                     |
| Astral Sorcery              | astralsorcery:blockmarbleslab                                |    5520 |        0 |     true | Marble Slab                                   |                                                             |
| Astral Sorcery              | astralsorcery:blockmarblestairs                              |    5500 |        0 |    false | Marble Stairs                                 |                                                             |
| Astral Sorcery              | astralsorcery:blockobservatory                               |    5517 |        0 |    false | Observatory                                   |                                                             |
| Astral Sorcery              | astralsorcery:blockportalnode                                |    5512 |        0 |    false |                                               |                                                             |
| Astral Sorcery              | astralsorcery:blockprism                                     |    5519 |        0 |    false | PrismLens                                     |                                                             |
| Astral Sorcery              | astralsorcery:blockrituallink                                |    5511 |        0 |    false | Ritual Anchor                                 |                                                             |
| Astral Sorcery              | astralsorcery:blockritualpedestal                            |    5532 |        0 |    false | Ritual Pedestal                               |                                                             |
| Astral Sorcery              | astralsorcery:blockstarlightinfuser                          |    5510 |        0 |    false | Starlight Infuser                             |                                                             |
| Astral Sorcery              | astralsorcery:blocktranslucentblock                          |    5514 |        0 |    false | Translucent Block                             |                                                             |
| Astral Sorcery              | astralsorcery:blocktreebeacon                                |    5513 |        0 |    false | Tree Beacon                                   |                                                             |
| Astral Sorcery              | astralsorcery:blockvanishing                                 |    5502 |        0 |    false | tile.blockvanishing.name                      |                                                             |
| Astral Sorcery              | astralsorcery:blockwell                                      |    5507 |        0 |    false | Lightwell                                     |                                                             |
| Astral Sorcery              | astralsorcery:blockworldilluminator                          |    5508 |        0 |    false | Cave Illuminator                              |                                                             |
| Astral Sorcery              | astralsorcery:itemarchitectwand                              |    5481 |        0 |    false | Formation Wand                                |                                                             |
| Astral Sorcery              | astralsorcery:itemcape                                       |    5498 |        0 |    false | Mantle of Stars                               |                                                             |
| Astral Sorcery              | astralsorcery:itemcelestialcrystal                           |    5470 |        0 |     true | Celestial Crystal                             |                                                             |
| Astral Sorcery              | astralsorcery:itemchargedcrystalaxe                          |    5494 |        0 |    false | Infused Crystal Axe                           |                                                             |
| Astral Sorcery              | astralsorcery:itemchargedcrystalpickaxe                      |    5496 |        0 |    false | Infused Crystal Pickaxe                       |                                                             |
| Astral Sorcery              | astralsorcery:itemchargedcrystalshovel                       |    5497 |        0 |    false | Infused Crystal Shovel                        |                                                             |
| Astral Sorcery              | astralsorcery:itemchargedcrystalsword                        |    5495 |        0 |    false | Infused Crystal Sword                         |                                                             |
| Astral Sorcery              | astralsorcery:itemcoloredlens                                |    5478 |        0 |     true | Colored Lens                                  |                                                             |
| Astral Sorcery              | astralsorcery:itemcoloredlens                                |    5478 |        1 |     true | Colored Lens                                  |                                                             |
| Astral Sorcery              | astralsorcery:itemcoloredlens                                |    5478 |        2 |     true | Colored Lens                                  |                                                             |
| Astral Sorcery              | astralsorcery:itemcoloredlens                                |    5478 |        3 |     true | Colored Lens                                  |                                                             |
| Astral Sorcery              | astralsorcery:itemcoloredlens                                |    5478 |        4 |     true | Colored Lens                                  |                                                             |
| Astral Sorcery              | astralsorcery:itemcoloredlens                                |    5478 |        5 |     true | Colored Lens                                  |                                                             |
| Astral Sorcery              | astralsorcery:itemcoloredlens                                |    5478 |        6 |     true | Colored Lens                                  |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemconstellationpaper                         |    5466 |        0 |     true | Constellation Paper                           |                                                             |
| Astral Sorcery              | astralsorcery:itemcraftingcomponent                          |    5465 |        0 |     true | Aquamarine                                    | gemAquamarine                                               |
| Astral Sorcery              | astralsorcery:itemcraftingcomponent                          |    5465 |        1 |     true | Starmetal Ingot                               | ingotAstralStarmetal                                        |
| Astral Sorcery              | astralsorcery:itemcraftingcomponent                          |    5465 |        2 |     true | Stardust                                      | dustAstralStarmetal                                         |
| Astral Sorcery              | astralsorcery:itemcraftingcomponent                          |    5465 |        3 |     true | Glass Lens                                    |                                                             |
| Astral Sorcery              | astralsorcery:itemcraftingcomponent                          |    5465 |        4 |     true | Resonating Gem                                |                                                             |
| Astral Sorcery              | astralsorcery:itemcraftingcomponent                          |    5465 |        5 |     true | Parchment                                     |                                                             |
| Astral Sorcery              | astralsorcery:itemcrystalaxe                                 |    5492 |        0 |    false | Crystal Axe                                   |                                                             |
| Astral Sorcery              | astralsorcery:itemcrystalpickaxe                             |    5490 |        0 |    false | Crystal Pickaxe                               |                                                             |
| Astral Sorcery              | astralsorcery:itemcrystalshovel                              |    5491 |        0 |    false | Crystal Shovel                                |                                                             |
| Astral Sorcery              | astralsorcery:itemcrystalsword                               |    5493 |        0 |    false | Crystal Sword                                 |                                                             |
| Astral Sorcery              | astralsorcery:itemenchantmentamulet                          |    5499 |        0 |    false | Resplendent Prism                             |                                                             |
| Astral Sorcery              | astralsorcery:itemexchangewand                               |    5482 |        0 |    false | Conversion Wand                               |                                                             |
